문화공간코드,장르분류명,문화공간명,대표이미지,주소,전화번호,홈페이지,관람시간,관람료(원),휴관일,X좌표,Y좌표
100155,박물관/기념관,경희대학교 중앙박물관,http://culture.seoul.go.kr/data/cf/20111205170403.jpg,서울  동대문구 회기동      경희대로6길 7-13,02-961-0141,http://museum.khu.ac.kr,매주 화수목금10:00~17:00,무료,공휴일방학기간,37.5969969,127.0527938
100156,박물관/기념관,경희대학교 자연사박물관,http://culture.seoul.go.kr/data/cf/title_100156.gif,서울  동대문구 회기동 130-701 ),02-961-0141,http://nhm.khu.ac.kr,월~토 10:00~16:00,무료,일요일공휴일개교기념일,37.5977812,127.0552077
100173,박물관/기념관,서강대학교 박물관,http://culture.seoul.go.kr/data/cf/title_100173.gif,서울  마포구 신수동 1-1 ),02-705-8215,http://sogmuse.sogang.ac.kr,10:00~12:0013:00~15:00,무료,토일요일국가공휴일방학기간,37.5519033,126.9430526
100100,박물관/기념관,세종대학교 박물관,http://culture.seoul.go.kr/data/cf/title_100100.gif,서울  광진구 군자동 98 ),02-3408-3077,http://museum.sejong.ac.kr/,10:00~15:00,무료,토일요일공휴일,37.5514972,127.0752374
100233,박물관/기념관,고려대학교 박물관,http://culture.seoul.go.kr/data/cf/title_100233.gif,서울  성북구 안암동5가 1-2 ),02-3290-1514,http://museum.korea.ac.kr,10:00~17:00,무료,월요일 박물관규정에 정한 휴관일,37.5895165,127.0343531
100412,박물관/기념관,생명과학박물관,http://culture.seoul.go.kr/data/cf/title_100412.jpg,서울  양천구 목동 405-207,02-2648-6114,www.biom.or.kr,10:00 13::00 15:00(방학기간 17:00 추가개장),어른학생 : 5000 유아:3000(20인 이상 단체 1인단 1000원 할인),매주 월요일 추석 설날,37.5239050,126.8719642
100497,박물관/기념관,상명대학교 박물관,http://culture.seoul.go.kr/data/cf/title_100497.gif,서울  종로구 홍지동 110-743 ),02-2287-5281,http://museum.smu.ac.kr/,월~금 10:00~16:00,무료,토일요일법정공휴일개교기념일동하계 휴가기간,37.6027666,126.9551533
100328,박물관/기념관,한국불교역사문화기념관,http://culture.seoul.go.kr/data/cf/title_100328.jpg,서울  종로구 견지동 45,02-2011-1960,www.buddhism.or.kr/,09:00~18:00,성인 2000원학생 1000원,매주 월요일1월 1일,37.5744580,126.9820647
100360,박물관/기념관,보나장신구 박물관,http://culture.seoul.go.kr/data/cf/title_100360.jpg,서울  종로구 관훈동 192-10 ),02-732-6621,www.bonamuseum.com,화토 10:30~18:30일 12:00~ 18:00,일반 5000원청소년 4000원,매주 월요일,37.5735826,126.9845298
100307,박물관/기념관,백범기념관,http://culture.seoul.go.kr/data/cf/title_100307.jpg,서울  용산구 효창동 255 ),02-719-1311,www.kimkoomuseum.org,3월~10월 10:00~18:0011월~2월 10:00~17:00,무료,월요일1월 1일설날 추석 기타 관장이 정하는 날.,37.5442812,126.9592347
100460,박물관/기념관,국립서울과학관,http://culture.seoul.go.kr/data/cf/title_100460.jpg,서울  종로구 와룡동 110-360 ),02-3675-5114,www.ssm.go.kr,09:30~17:50,일반 1000원학생 500원,월요일 및 공휴일,37.5820426,126.9971614
100209,박물관/기념관,전기박물관,http://culture.seoul.go.kr/data/cf/title_100209.jpg,서울  서초구 서초동 1355 ),02-2105-8190,www.kepco.co.kr/museum,10:00~17:00,무료,월요일설날추석연휴,37.4861503,127.0276478
100039,박물관/기념관,도산안창호 기념관,http://culture.seoul.go.kr/data/cf/title_100039.jpg,서울  강남구 신사동 649-9 ),02-541-1800,www.ahnchangho.or.kr,평일 10:00~16:00 토요일 공휴일 10:00∼14:00,무료,매주 일요일ㆍ설날ㆍ추석,37.5239978,127.0356302
100141,박물관/기념관,덕성여자대학교 박물관,http://culture.seoul.go.kr/data/cf/title_100141.gif,서울  도봉구 쌍문동 419 ),02-901-8131~3,http://museum.duksung.ac.kr,월~금 10:00~16:00,무료,토일요일 법정공휴일,37.6529783,127.0164423
100007,박물관/기념관,한국자수박물관,http://culture.seoul.go.kr/data/cf/title_100007.jpg,서울  강남구 논현동 89-4  ),02-515-5114,www.bojagii.com,평일 10:00~16:00,무료,토요일 일요일 공휴일,37.5154348,127.0333300
100293,박물관/기념관,전쟁기념관,http://culture.seoul.go.kr/data/cf/title_100293.jpg,서울  용산구 용산동1가 8 ),02-709-3032,www.warmemo.co.kr,09:30~18:00,일반 3000원초중고생 2000원유치원생 1000원,월요일,37.5368975,126.9768849
100244,박물관/기념관,서울올림픽기념관,http://culture.seoul.go.kr/data/cf/title_100244.jpg,서울  송파구 방이동 88 ),02-410-1051~5,http://www.88olympic.or.kr/,10:00~17:30,일반 (18세 이상) 3000원초등학생 1500원군인 중고생 2000 원장애인 수첩 및 경로증 소지자 : 무료단체 (20인 이상)  할인,매주 월요일,37.5202976,127.1159236
100364,박물관/기념관,삼성출판박물관,http://culture.seoul.go.kr/data/cf/title_100364.jpg,서울  종로구 구기동 126-4 ),02-394-6544,www.ssmop.org,월~금 10:00~17:00,일반 3000원 학생 2000원,토 일요일공휴일 휴관,37.6086466,126.9570848
100498,박물관/기념관,쉼박물관,http://culture.seoul.go.kr/data/cf/title_100498.gif,서울  종로구 홍지동 36-20 ),02-391-2765,http://shuim.org,화요일 ~ 일요일 11:00~17:00,어린이 : 3000원 청소년 군인 : 5000원 어른 : 7000원,월요일,37.5994900,126.9556630
100119,박물관/기념관,평강성서유물박물관,http://culture.seoul.go.kr/data/cf/title_100119.gif,서울  구로구 오류동 150-15 ),02-2686-9496,www.apm.or.kr,10:00~17:00,일반 2000원초중학생 1000원,월요일,37.4919550,126.8440830
100327,박물관/기념관,체신기념관,http://culture.seoul.go.kr/data/cf/title_100327.gif,서울  종로구 견지동 39-7 ),02-734-8369,없음,평일 09:00~18:00토요일 09:00~13:00,무료,국 공휴일,37.5744500,126.9826250
100439,박물관/기념관,조세박물관,http://culture.seoul.go.kr/data/cf/title_100439.gif,서울  종로구 수송동 104 ),02-397-1635,www.nts.go.kr/museum,평일 09:00~18:00,무료,공휴일 및 토요일 일요일,36.4854350,127.2606287
100502,박물관/기념관,서울교육사료관,http://culture.seoul.go.kr/data/cf/title_100502.jpg,서울  종로구 화동 2 ),02-736-2859,www.edumuseum.seoul.kr,평일 09:00~18:00주말 09:00~17:00,무료,법정공휴일1/3주 수요일,37.5797770,126.9832525
100503,박물관/기념관,안중근의사기념관,http://culture.seoul.go.kr/data/cf/title_100503.jpg,서울  중구 남대문로5가 471 ),02-771-4195,www.patriot.or.kr,3월 ~ 10월 09:00 ~ 18:00,일반 1000원학생 700원,,37.5534654,126.9803691
100432,박물관/기념관,국립민속박물관,http://culture.seoul.go.kr/data/cf/title_100432.jpg,서울  종로구 세종로 1-1 ),02-734-1346,www.nfm.go.kr,3월 10월 09:00~18:0011월 2월 09:00~17:00,일반 3000원청소년 1500원,매주 화요일1월 1일,37.5815645,126.9789313
100448,박물관/기념관,경찰박물관,http://culture.seoul.go.kr/data/cf/title_100448.jpg,서울  종로구 신문로2가 58 ),02-735-2519,www.policemuseum.go.kr,09:00~17:30,무료,월요일 신정설날 추석연휴,37.5690096,126.9696222
100178,박물관/기념관,이화여자대학교 자연사박물관,http://culture.seoul.go.kr/data/cf/title_100178.gif,서울  서대문구 대현동 11-1,02-3277-3155,http://home.ewha.ac.kr/~nhm,10:00~16:00,무료,일요일 공휴일 휴관,37.5605838,126.9481395
100456,박물관/기념관,의학박물관,http://culture.seoul.go.kr/data/cf/title_100456.jpg,서울  종로구 연건동 110-744 ),02-2072-2636,www.medicalmuseum.org,월~금 10:00~12:00토요일 10:00~12:00,무료,일요일공휴일 노동자의 날개원기념일,37.5768763,126.9997812
100276,박물관/기념관,울트라 건축 박물관,http://culture.seoul.go.kr/data/cf/20111214134900.jpg,서울  양천구 신정동  중앙로 256,02-2642-0831,www.ultramuseum.com,10:00~17:00,유료,토 일월요일공휴일,37.5198157,126.8534090
100486,박물관/기념관,영인문학관,http://culture.seoul.go.kr/data/cf/title_100486.jpg,서울  종로구,02-379-3182,young-in.kr,연 2회 (4~5월 9~10월)10:30~17:00,일반 4000원학생 2000원,월요일,37.6119654,126.9715875
100308,박물관/기념관,숙명여자대학교 정영양자수박물관,http://culture.seoul.go.kr/data/cf/title_100308.jpg,서울  용산구 효창동 52,02-710-9133,http://museum.sookmyung.ac.kr/,월~토 10:00~17:00,무료,일요일 신정,37.5449219,126.9641116
100140,박물관/기념관,옹기민속박물관,http://culture.seoul.go.kr/data/cf/title_100140.jpg,서울  도봉구 쌍문동 497-15 ),02-900-0900,www.onggimuseum.org,3~10월 10:00~18:0011~2월 10:00~17:00,일반 3000원청소년 2000원유아 700원,월요일1월1일 설날추석연휴,37.6543558,127.0131873
100181,박물관/기념관,연세대학교 중앙박물관,http://culture.seoul.go.kr/data/cf/title_100181.jpg,서울  서대문구 신촌동 134 ),02-2123-3340,없음,오전 10시 ~ 오후 5시(입장은 4시 30분)휴관: 공휴일 및 토ㆍ일요일 여름ㆍ겨울방학,무료,일요일 및 공휴일,37.5617989,126.9379423
100508,박물관/기념관,샬트르성바오로수녀회 역사박물관,http://culture.seoul.go.kr/data/cf/title_100508.gif,서울  중구 명동2가 1-6 ),02-3706-3255,www.spcseoul.or.kr,10:00~11:30 13:30~16:30,무료,화요일 국경일부활절 성탄절,37.5624324,126.9880625
100292,박물관/기념관,별난물건박물관,http://culture.seoul.go.kr/data/cf/title_100292.jpg,서울  용산구 용산동1가 8 ),02-732-8500,www.funique.com,화~일 10:00~18:00,일반 8000원유아 7000원,매주 월요일,37.5373365,126.9784621
100487,박물관/기념관,화정박물관,http://culture.seoul.go.kr/data/cf/20111214114321.jpg,서울  종로구 평창동   평창8길 3,02-2075-0114,www.hjmuseum.or.kr,10:00~18:00,일반 3000원청소년 2000원,월요일신정연휴설연휴추석연휴,37.6046985,126.9659264
100232,박물관/기념관,혜곡최순우 기념관,http://culture.seoul.go.kr/data/cf/title_100232.jpg,서울  성북구 성북동 126-20 ),02-3675-3401,www.nt-heritage.org,4~11월 화~토10:00~16:00,무료,매주 일 월요일 추석당일,37.5929433,127.0003701
100235,박물관/기념관,국민대학교 박물관,http://culture.seoul.go.kr/data/cf/title_100235.jpg,서울  성북구 정릉동  정릉로 77,02-910-4212,http://museum.kookmin.ac.kr,10:00~17:00,무료,국정 공휴일,37.6129080,126.9938822
100501,박물관/기념관,세계장신구 박물관 (World Jewellery Museum),http://culture.seoul.go.kr/data/cf/title_100501.jpg,서울  종로구 화동 75-3 ),02-730-1610,www.wjmuseum.com,10:00~19:00,일반 5000원학생 3000원,월요일,37.5809998,126.9818207
100403,박물관/기념관,쇳대박물관,http://culture.seoul.go.kr/data/cf/title_100403.jpg,서울  종로구 동숭동 187-8 ),02-766-6494,www.lockmuseum.org,10:00~18:00,일반 5000원청소년 3000원어린이 2000원,월요일,37.5798205,127.0046195
100126,박물관/기념관,육군사관학교 박물관,http://culture.seoul.go.kr/data/cf/title_100126.jpg,서울  노원구 공릉동 77 ),02-2197-6451,http://museum.kma.ac.kr,10:00~17:00,일반 2000원 중고생 이하 1000원외국인 3000원,월요일신정 설 추석,37.6229208,127.1004547
100426,박물관/기념관,부엉이 박물관,http://culture.seoul.go.kr/data/cf/title_100426.jpg,서울  종로구 삼청동 27-21 ),02-3210-2902,www.owlmuseum.co.kr,10:00~19:00,5000원,매주 월요일 화요일,37.5870760,126.9829594
100243,박물관/기념관,몽촌역사관,http://culture.seoul.go.kr/data/cf/title_100243.jpg,서울  송파구 방이동 88 ),02-424-5138,,3월 ~ 10월 10:00 ~ 17:0011월 ~  2월 10:00 ~ 16:00,무료,월요일 설 및 추석연휴공휴일 익일,37.5238852,127.1243709
100549,박물관/기념관,동국대학교 박물관,http://culture.seoul.go.kr/data/cf/title_100549.jpg,서울  중구 필동3가 26,02-2260-3462,dgumuseum.dongguk.edu,월~금 10:00~16:00,무료,토일요일,37.5582533,127.0023443
100542,박물관/기념관,농업박물관,http://culture.seoul.go.kr/data/cf/title_100542.jpg,서울  중구 충정로1가 100-707 ),02-2080-5727~8,http://museum.nonghyup.com,09:30~18:00,무료,매주 월요일 신정 설 추석 연휴,37.5668447,126.9683226
100536,박물관/기념관,이화여고 100주년기념관,http://culture.seoul.go.kr/data/cf/title_100536.gif,서울  중구,02)777-4257~8,www.ewha.hs.kr,,,,37.5662346,126.9706692
100299,박물관/기념관,숙명여자대학교 박물관,http://culture.seoul.go.kr/data/cf/title_100299.jpg,서울  용산구 청파동2가 52 ),02-710-9133,http://museum.sookmyung.ac.kr,월~토 오전10시~오후5시 (일요일 공휴일은 휴관),무료,일요일 공휴일,37.5448733,126.9641095
100150,박물관/기념관,서울약령시한의약박물관,http://culture.seoul.go.kr/data/cf/title_100150.jpg,서울  동대문구 용두동 787 ),02-3299-4900~3,http://museum.ddm.go.kr/,3월~10월 10:00~18:0011월~2월 10:00~17:00,무료,1월1일설날추석,37.5777688,127.0377656
100154,박물관/기념관,세종대왕기념관,http://culture.seoul.go.kr/data/cf/title_100154.jpg,서울  동대문구 청량리동 1-157 ),02-969-8851,www.sejongkorea.org,09:00 ~ 18:00,대인 1800원/ 소인 1200원,매주 월요일 설날 추석 신정,37.5908164,127.0435894
100176,박물관/기념관,한국천주교순교자박물관,http://culture.seoul.go.kr/data/cf/title_100176.jpg,서울  마포구 합정동 96-1  절두산순교성지,02-3142-4434,www.jeoldusan.or.kr,,,월요일,37.5441363,126.9117967
100183,박물관/기념관,서대문자연사박물관,http://culture.seoul.go.kr/data/cf/20111101114233.jpg,서울  서대문구,02-330-1731,namu.sdm.go.kr,3~10월 09:00~18:00 | 11~2월 09:00~17:00,어린이(5세~12세) : 1000원 / 청소년(13세~18세) : 2000원 / 어른 : 3000원 /  65세이상 4세이하 장애인 : 무료,1월 1일 설날 추석 매주 월요일(월요일이 공휴일인 경우 그 다음날),37.5765663,126.9376126
100431,박물관/기념관,국립고궁박물관,http://culture.seoul.go.kr/data/cf/title_100431.jpg,서울  종로구 세종로 1-57  ),02-3701-7500,www.gogung.go.kr,평일 09:00~18:00주말 공휴일 09:00~19:00,일반 2000원청소년 1000원,월요일,37.5766678,126.9749224
100319,박물관/기념관,한상수자수박물관,http://culture.seoul.go.kr/data/cf/title_100319.jpg,서울  종로구 가회동 11-32 ),02-744-1545,없음,10:00~18:00,일반 3000원학생 2000원,월요일,37.5827892,126.9856418